location_id,local_date,weekday,week,month,year,location_area,location_avg_user_activity,location_avg_visit_duration,location_weighted_coordinates,location_clustered_weighted_visits,location_clustered_weighted_users,radius_avg_user_activity,radius_users,radius_visits,postal_code_area,postal_code_population,postal_code_users,postal_code_visits,city_area,city_population,city_users,city_visits,region_visits,state_users,state_visits,country_users,country_visits,visits
LOC_3,03/05/2019,6,18,5,2019,45783.95877,1.5,1.499042919,31,39,39,1.873817035,317,1568,10402616.06,32468,1110,12514,73156539.35,2607,4071,88613,87513,212077,7306387,887932,35130226,17381
LOC_4,03/05/2019,6,18,5,2019,13908.06194,1.64,2.673540339,50,52,52,2.80794702,302,4477,6436573.692,18701,455,8305,1947728228,1781570,35675,958111,935504,35375,935504,887932,35130226,42613
LOC_5,03/05/2019,6,18,5,2019,5325.082761,1.4,4.642740368,54,57,57,2.518684604,669,5855,1792559.365,32718,1082,10406,2394785746,3443746,53261,1558071,1558071,53261,1558071,887932,35130226,16420
LOC_1,04/05/2019,7,18,5,2019,9400.102576,2.461538462,0.163541719,16,16,16,2.917241379,145,1839,11306634.8,24234,570,5328,185467436.7,96364,1625,31675,109824,208105,7082908,880909,33603204,18688
LOC_2,04/05/2019,7,18,5,2019,30392.11586,1.678571429,1.018888963,29,30,30,2.741258741,143,1081,2303913.86,18908,332,3145,760355511.7,503235,9623,184525,184525,41816,1149485,880909,33603204,19978
LOC_3,04/05/2019,7,18,5,2019,45783.95877,1.707317073,0.585202523,41,43,43,1.913333333,300,1494,10402616.06,32468,1093,12460,73156539.35,2607,4160,102031,100914,208105,7082908,880909,33603204,19309
LOC_4,04/05/2019,7,18,5,2019,13908.06194,1.5625,0.809259231,32,33,33,2.58302583,271,3538,6436573.692,18701,426,7016,1947728228,1781570,33638,907426,888398,33294,888398,880909,33603204,46993
LOC_5,04/05/2019,7,18,5,2019,5325.082761,1.204545455,1.852103495,43,46,46,2.642622951,610,5191,1792559.365,32718,1056,10308,2394785746,3443746,52326,1439984,1439984,52326,1439984,880909,33603204,14748
LOC_1,05/05/2019,1,18,5,2019,9400.102576,6,0.296969773,7,7,7,2.796116505,103,1007,11306634.8,24234,434,3982,185467436.7,96364,1406,24715,87183,197635,5897350,856202,29999938,2405
LOC_2,05/05/2019,1,18,5,2019,30392.11586,1,0,2,2,2,2.43956044,91,520,2303913.86,18908,260,2314,760355511.7,503235,9235,149122,149122,41395,1161331,856202,29999938,0
LOC_4,05/05/2019,1,18,5,2019,13908.06194,1,0,1,1,1,2.452941176,170,2474,6436573.692,18701,312,5152,1947728228,1781570,32095,724785,705887,31720,705887,856202,29999938,0
LOC_5,05/05/2019,1,18,5,2019,5325.082761,1.3125,2.501961176,17,17,17,2.576744186,430,3677,1792559.365,32718,819,6294,2394785746,3443746,51605,1185867,1185867,51605,1185867,856202,29999938,0
LOC_1,06/05/2019,2,19,5,2019,9400.102576,1.888888889,0.609929149,12,13,13,2.590062112,161,1484,11306634.8,24234,600,7041,185467436.7,96364,1605,30776,101266,201788,6190689,875393,30951085,15727
LOC_2,06/05/2019,2,19,5,2019,30392.11586,1.473684211,0.144025283,20,20,20,2.694915254,118,725,2303913.86,18908,310,5088,760355511.7,503235,10853,162074,162074,43602,1152653,875393,30951085,16722
LOC_3,06/05/2019,2,19,5,2019,45783.95877,1.575,1.143107669,37,43,43,1.945512821,312,2022,10402616.06,32468,996,11755,73156539.35,2607,3596,74571,73368,201788,6190689,875393,30951085,13999
LOC_4,06/05/2019,2,19,5,2019,13908.06194,1.382352941,3.249999789,34,36,36,2.243670886,316,3501,6436573.692,18701,480,7765,1947728228,1781570,36026,860535,840186,35703,840186,875393,30951085,36510
LOC_5,06/05/2019,2,19,5,2019,5325.082761,1.447368421,1.828645859,39,38,38,2.345117845,594,5353,1792559.365,32718,978,8099,2394785746,3443746,54910,1359552,1359552,54910,1359552,875393,30951085,15056
LOC_1,07/05/2019,3,19,5,2019,9400.102576,1.769230769,0.850520625,17,17,17,2.670658683,167,1316,11306634.8,24234,666,7065,185467436.7,96364,1688,32864,98042,202842,6166764,870835,29784324,15049
LOC_2,07/05/2019,3,19,5,2019,30392.11586,1.4,1.723946322,28,29,29,2.731884058,138,901,2303913.86,18908,331,4332,760355511.7,503235,10512,167038,167038,42387,1092956,870835,29784324,16125
LOC_3,07/05/2019,3,19,5,2019,45783.95877,1.684210526,2.31003883,38,39,39,1.904347826,345,1509,10402616.06,32468,1016,12116,73156539.35,2607,3815,74151,73057,202842,6166764,870835,29784324,12889
LOC_4,07/05/2019,3,19,5,2019,13908.06194,1.58974359,1.687407259,40,43,43,2.263975155,322,3124,6436573.692,18701,463,6758,1947728228,1781570,34685,835186,817296,34386,817296,870835,29784324,33805
LOC_5,07/05/2019,3,19,5,2019,5325.082761,1.365384615,2.203508618,50,53,53,2.503154574,634,6186,1792559.365,32718,1079,10416,2394785746,3443746,53290,1349159,1349159,53290,1349159,870835,29784324,15292
LOC_1,08/05/2019,4,19,5,2019,9400.102576,1.230769231,1.1125,13,13,13,2.925465839,161,1473,11306634.8,24234,518,7123,185467436.7,96364,1494,33165,97068,188114,6044444,804351,30024612,13826
LOC_2,08/05/2019,4,19,5,2019,30392.11586,1.4,0.707526774,22,22,22,3.098360656,122,990,2303913.86,18908,295,7457,760355511.7,503235,9223,176258,176258,37552,1175642,804351,30024612,15356
LOC_3,08/05/2019,4,19,5,2019,45783.95877,1.777777778,1.216775556,36,37,37,2.029304029,273,1235,10402616.06,32468,943,9938,73156539.35,2607,3534,72198,71273,188114,6044444,804351,30024612,12909
LOC_4,08/05/2019,4,19,5,2019,13908.06194,1.230769231,0.899754853,27,27,27,2.194968553,318,2668,6436573.692,18701,436,6120,1947728228,1781570,31225,847403,827042,30952,827042,804351,30024612,34922
LOC_5,08/05/2019,4,19,5,2019,5325.082761,1.338709677,3.916666667,57,63,63,2.433234421,674,6145,1792559.365,32718,1085,10772,2394785746,3443746,48339,1388562,1388562,48339,1388562,804351,30024612,13833
LOC_1,09/05/2019,5,19,5,2019,9400.102576,1.818181818,1.309821518,24,24,24,2.743961353,207,1788,11306634.8,24234,526,5269,185467436.7,96364,1528,29793,95754,187384,5917306,810571,29423897,15431
LOC_2,09/05/2019,5,19,5,2019,30392.11586,1.083333333,0.0125,12,12,12,2.460992908,141,849,2303913.86,18908,310,5406,760355511.7,503235,9387,169380,169380,38546,1080636,810571,29423897,16411
LOC_3,09/05/2019,5,19,5,2019,45783.95877,1.911111111,0.689355182,43,47,47,2.079136691,278,1621,10402616.06,32468,967,10324,73156539.35,2607,3668,81349,80474,187384,5917306,810571,29423897,14106
LOC_4,09/05/2019,5,19,5,2019,13908.06194,1.307692308,0.228974308,28,28,28,2.193650794,315,2768,6436573.692,18701,451,6606,1947728228,1781570,31494,860325,843832,31221,843832,810571,29423897,35057
LOC_5,09/05/2019,5,19,5,2019,5325.082761,1.340909091,2.075786321,45,46,46,2.275813296,707,6677,1792559.365,32718,1164,11555,2394785746,3443746,50197,1441733,1441733,50197,1441733,810571,29423897,13917
LOC_1,10/05/2019,6,19,5,2019,9400.102576,1.857142857,1.535863214,12,14,14,2.832258065,155,1689,11306634.8,24234,464,5258,185467436.7,96364,1457,30958,97439,184844,5916304,786381,30498425,15664
LOC_2,10/05/2019,6,19,5,2019,30392.11586,1.3125,1.495714286,16,16,16,2.560606061,132,666,2303913.86,18908,295,4699,760355511.7,503235,8965,179029,179029,37406,1232488,786381,30498425,16419
LOC_3,10/05/2019,6,19,5,2019,45783.95877,1.542857143,0.815858606,35,35,35,1.885185185,270,1202,10402616.06,32468,944,10115,73156539.35,2607,3624,72620,71407,184844,5916304,786381,30498425,15326
LOC_4,10/05/2019,6,19,5,2019,13908.06194,1.448275862,0.19501908,29,29,29,2.395833333,288,3395,6436573.692,18701,398,6605,1947728228,1781570,30710,898563,882698,30445,882698,786381,30498425,38785
LOC_5,10/05/2019,6,19,5,2019,5325.082761,1.409090909,2.751327345,39,46,46,2.449152542,590,5277,1792559.365,32718,1026,9308,2394785746,3443746,48032,1332800,1332800,48032,1332800,786381,30498425,15750
LOC_1,11/05/2019,7,19,5,2019,9400.102576,2,2.1522224,13,13,13,2.926829268,123,1689,11306634.8,24234,474,4528,185467436.7,96364,1463,25376,82888,211330,5690628,903587,28010634,18731
LOC_2,11/05/2019,7,19,5,2019,30392.11586,1.5,0.387643793,19,19,19,2.881889764,127,912,2303913.86,18908,293,2475,760355511.7,503235,10231,164382,164382,43292,1003697,903587,28010634,19801
LOC_3,11/05/2019,7,19,5,2019,45783.95877,1.717948718,0.973721323,38,39,39,1.771186441,354,1879,10402616.06,32468,1021,9805,73156539.35,2607,4008,70106,69504,211330,5690628,903587,28010634,18569
LOC_4,11/05/2019,7,19,5,2019,13908.06194,1.379310345,2.024242468,29,29,29,2.425925926,270,3537,6436573.692,18701,387,5290,1947728228,1781570,34475,774532,759992,34131,759992,903587,28010634,45077
LOC_5,11/05/2019,7,19,5,2019,5325.082761,1.5,2.870833167,36,44,44,2.660409556,586,4937,1792559.365,32718,1086,10039,2394785746,3443746,55263,1223670,1223670,55263,1223670,903587,28010634,13281
LOC_1,12/05/2019,1,19,5,2019,9400.102576,1,0,2,2,2,2.768115942,138,868,11306634.8,24234,488,3453,185467436.7,96364,1524,21572,76325,214914,5354147,935071,26507526,2803
LOC_2,12/05/2019,1,19,5,2019,30392.11586,1,0.191665,2,2,2,3.148760331,121,917,2303913.86,18908,302,2476,760355511.7,503235,10188,150151,150151,44789,983574,935071,26507526,0
LOC_4,12/05/2019,1,19,5,2019,13908.06194,1.166666667,1.0458325,7,7,7,2.591397849,186,2357,6436573.692,18701,351,5222,1947728228,1781570,35226,692636,676169,34834,676169,935071,26507526,0
LOC_5,12/05/2019,1,19,5,2019,5325.082761,1.3,2.375141525,21,31,31,2.735779817,545,4306,1792559.365,32718,1069,10649,2394785746,3443746,58143,1191812,1191812,58143,1191812,935071,26507526,3
LOC_1,13/05/2019,2,20,5,2019,9400.102576,1.083333333,0.753205385,13,13,13,2.9625,160,1366,11306634.8,24234,502,4841,185467436.7,96364,1539,24949,82681,206726,5699073,891205,28141726,15518
LOC_2,13/05/2019,2,20,5,2019,30392.11586,1.473684211,1.67566127,20,20,20,2.899224806,129,798,2303913.86,18908,328,2225,760355511.7,503235,10612,164139,164139,42686,1046293,891205,28141726,15734
LOC_3,13/05/2019,2,20,5,2019,45783.95877,1.421052632,1.744481192,35,40,40,1.897435897,312,1397,10402616.06,32468,961,10012,73156539.35,2607,3875,77827,76714,206726,5699073,891205,28141726,13503
LOC_4,13/05/2019,2,20,5,2019,13908.06194,1.40625,1.193369247,30,32,32,2.472222222,288,2956,6436573.692,18701,449,6014,1947728228,1781570,35967,781855,765977,35650,765977,891205,28141726,35214
LOC_5,13/05/2019,2,20,5,2019,5325.082761,1.233333333,1.614049669,53,61,61,2.447761194,670,5376,1792559.365,32718,1150,9549,2394785746,3443746,56656,1295135,1295135,56656,1295135,891205,28141726,14170
LOC_1,14/05/2019,3,20,5,2019,9400.102576,1.272727273,1.974242273,12,12,12,2.615819209,177,1663,11306634.8,24234,489,5622,185467436.7,96364,1504,26994,84897,201286,5622790,882994,27888468,14471
LOC_2,14/05/2019,3,20,5,2019,30392.11586,1.44,0.67160008,26,27,27,2.934306569,137,972,2303913.86,18908,334,3931,760355511.7,503235,10638,170602,170602,42761,1041005,882994,27888468,15737
LOC_3,14/05/2019,3,20,5,2019,45783.95877,1.62,1.116587238,45,52,52,1.9390681,279,1315,10402616.06,32468,912,9024,73156539.35,2607,3795,62538,61856,201286,5622790,882994,27888468,12835
LOC_4,14/05/2019,3,20,5,2019,13908.06194,1.575757576,1.01957211,35,36,36,2.355400697,287,2163,6436573.692,18701,428,5530,1947728228,1781570,35181,830640,814208,34889,814208,882994,27888468,34891
LOC_5,14/05/2019,3,20,5,2019,5325.082761,1.46,1.70499006,47,54,54,2.49037037,675,5537,1792559.365,32718,1187,11411,2394785746,3443746,55573,1454715,1454715,55573,1454715,882994,27888468,14203
LOC_1,15/05/2019,4,20,5,2019,9400.102576,1.545454545,2.397126897,12,12,12,2.68902439,164,1442,11306634.8,24234,459,5939,185467436.7,96364,1481,29428,97808,202329,5524724,882218,27108778,14295
LOC_2,15/05/2019,4,20,5,2019,30392.11586,1.705882353,0.630392206,18,18,18,2.709923664,131,798,2303913.86,18908,319,6043,760355511.7,503235,9770,158559,158559,41929,1015876,882218,27108778,15505
LOC_3,15/05/2019,4,20,5,2019,45783.95877,1.78125,3.014320889,30,34,34,1.991341991,231,1376,10402616.06,32468,925,10572,73156539.35,2607,3761,66254,65709,202329,5524724,882218,27108778,12676
LOC_4,15/05/2019,4,20,5,2019,13908.06194,1.538461538,2.546124109,27,27,27,2.322175732,239,1970,6436573.692,18701,378,4472,1947728228,1781570,33091,768156,749751,32763,749751,882218,27108778,31672
LOC_5,15/05/2019,4,20,5,2019,5325.082761,1.603773585,1.870500986,54,55,55,2.525502318,647,5439,1792559.365,32718,1115,11455,2394785746,3443746,53758,1325160,1325160,53758,1325160,882218,27108778,14516
LOC_1,16/05/2019,5,20,5,2019,9400.102576,1.3,2.950877368,10,10,10,2.674285714,175,1411,11306634.8,24234,466,4466,185467436.7,96364,1449,24541,82611,198805,5533467,866351,27500054,14633
LOC_2,16/05/2019,5,20,5,2019,30392.11586,1.333333333,0.731018611,19,21,21,2.381294964,139,868,2303913.86,18908,311,6599,760355511.7,503235,10246,162463,162463,42413,1041924,866351,27500054,16020
LOC_3,16/05/2019,5,20,5,2019,45783.95877,1.693877551,2.777503333,44,51,51,1.892733564,289,1507,10402616.06,32468,928,9988,73156539.35,2607,3693,68329,67738,198805,5533467,866351,27500054,14785
LOC_4,16/05/2019,5,20,5,2019,13908.06194,1.552631579,1.977898478,39,40,40,2.31372549,306,2614,6436573.692,18701,439,5227,1947728228,1781570,34450,791547,773700,34116,773700,866351,27500054,33252
LOC_5,16/05/2019,5,20,5,2019,5325.082761,1.317073171,1.095555619,40,41,41,2.421686747,664,5884,1792559.365,32718,1139,11624,2394785746,3443746,54025,1368491,1368491,54025,1368491,866351,27500054,13816
LOC_1,17/05/2019,6,20,5,2019,9400.102576,1.428571429,0.628703889,9,9,9,2.837078652,178,1498,11306634.8,24234,491,4414,185467436.7,96364,1575,29065,98172,206232,6129322,885327,31226451,15443
LOC_2,17/05/2019,6,20,5,2019,30392.11586,1.7,2.973677222,33,33,33,2.633986928,153,1067,2303913.86,18908,321,4236,760355511.7,503235,9880,167831,167831,42743,1201207,885327,31226451,16531
LOC_3,17/05/2019,6,20,5,2019,45783.95877,1.617021277,4.509547638,46,47,47,2.050724638,276,1282,10402616.06,32468,1023,10060,73156539.35,2607,3998,72221,71198,206232,6129322,885327,31226451,15248
LOC_4,17/05/2019,6,20,5,2019,13908.06194,1.444444444,0.642798395,28,28,28,2.180272109,294,2776,6436573.692,18701,412,4546,1947728228,1781570,34972,906722,882381,34627,882381,885327,31226451,36717
LOC_5,17/05/2019,6,20,5,2019,5325.082761,1.469387755,2.134076561,51,50,50,2.340425532,705,5714,1792559.365,32718,1179,12030,2394785746,3443746,54347,1475806,1475806,54347,1475806,885327,31226451,12529
LOC_1,18/05/2019,7,20,5,2019,9400.102576,1.363636364,1.976344194,11,11,11,2.793333333,150,1117,11306634.8,24234,444,4099,185467436.7,96364,1501,26485,85473,204199,5844931,863195,28685728,16619
LOC_2,18/05/2019,7,20,5,2019,30392.11586,2.136363636,2.783692806,21,22,22,2.718518519,135,923,2303913.86,18908,303,2872,760355511.7,503235,8701,178765,178765,39554,1157270,863195,28685728,15654
LOC_3,18/05/2019,7,20,5,2019,45783.95877,1.956521739,1.652812058,42,47,47,1.953667954,259,1405,10402616.06,32468,950,9606,73156539.35,2607,3861,72826,72346,204199,5844931,863195,28685728,15221
LOC_4,18/05/2019,7,20,5,2019,13908.06194,1.558823529,1.11779661,34,34,34,2.358870968,248,2582,6436573.692,18701,374,4826,1947728228,1781570,31925,795443,761153,31582,761153,863195,28685728,39659
LOC_5,18/05/2019,7,20,5,2019,5325.082761,1.522727273,2.437976143,46,47,47,2.712765957,564,5248,1792559.365,32718,1021,11717,2394785746,3443746,50606,1313341,1313341,50606,1313341,863195,28685728,11120
LOC_1,19/05/2019,1,20,5,2019,9400.102576,1,0.03333,1,1,1,2.478632479,117,831,11306634.8,24234,430,3895,185467436.7,96364,1572,28379,88612,211996,5675760,930857,27989039,2625
LOC_2,19/05/2019,1,20,5,2019,30392.11586,1.9,2.365530682,11,11,11,2.792,125,818,2303913.86,18908,306,2246,760355511.7,503235,9843,173282,173282,45213,1152939,930857,27989039,0
LOC_4,19/05/2019,1,20,5,2019,13908.06194,1,0.072221667,2,2,2,2.125603865,207,1503,6436573.692,18701,349,4637,1947728228,1781570,34435,714935,699458,34031,699458,930857,27989039,0
LOC_5,19/05/2019,1,20,5,2019,5325.082761,1.346153846,2.6768745,26,26,26,2.55026455,567,5110,1792559.365,32718,1013,11987,2394785746,3443746,56346,1312686,1312686,56346,1312686,930857,27989039,0
LOC_1,20/05/2019,2,21,5,2019,9400.102576,1.1,0.000926111,11,11,11,2.968553459,159,1932,11306634.8,24234,439,5461,185467436.7,96364,1454,31341,94967,189163,5870058,825848,28911312,14837
LOC_2,20/05/2019,2,21,5,2019,30392.11586,1.68,1.107520122,29,29,29,2.828358209,134,871,2303913.86,18908,321,2746,760355511.7,503235,9154,169203,169203,39528,1183163,825848,28911312,16130
LOC_3,20/05/2019,2,21,5,2019,45783.95877,1.85106383,3.542536174,45,49,49,1.905923345,287,1435,10402616.06,32468,941,9541,73156539.35,2607,3649,71189,70549,189163,5870058,825848,28911312,11960
LOC_4,20/05/2019,2,21,5,2019,13908.06194,1.375,1.335307105,24,25,25,2.202749141,291,2476,6436573.692,18701,439,5017,1947728228,1781570,32903,829687,812998,32611,812998,825848,28911312,31289
LOC_5,20/05/2019,2,21,5,2019,5325.082761,1.435897436,2.960594419,39,40,40,2.205839416,685,5681,1792559.365,32718,1154,10889,2394785746,3443746,51669,1430797,1430797,51669,1430797,825848,28911312,14207
LOC_1,21/05/2019,3,21,5,2019,9400.102576,1.083333333,2.399305833,12,12,12,3,167,2297,11306634.8,24234,466,6366,185467436.7,96364,1543,39596,99174,205209,5906645,892801,29018244,13461
LOC_2,21/05/2019,3,21,5,2019,30392.11586,1.368421053,0.386508095,20,20,20,2.530201342,149,845,2303913.86,18908,349,2412,760355511.7,503235,10141,169482,169482,42705,1153687,892801,29018244,15408
LOC_3,21/05/2019,3,21,5,2019,45783.95877,1.888888889,1.94046545,36,38,38,1.838150289,346,1711,10402616.06,32468,1017,11716,73156539.35,2607,3939,73319,72519,205209,5906645,892801,29018244,11073
LOC_4,21/05/2019,3,21,5,2019,13908.06194,1.757575758,1.589909388,34,35,35,2.231270358,307,3014,6436573.692,18701,466,6465,1947728228,1781570,34812,874705,855345,34522,855345,892801,29018244,31977
LOC_5,21/05/2019,3,21,5,2019,5325.082761,1.342857143,0.949300084,35,35,35,2.353032659,643,7638,1792559.365,32718,1091,12311,2394785746,3443746,53659,1463028,1463028,53659,1463028,892801,29018244,14634
LOC_1,22/05/2019,4,21,5,2019,9400.102576,1.411764706,1.885238,17,20,20,3.071038251,183,2284,11306634.8,24234,464,5898,185467436.7,96364,1491,45144,110923,185041,6263850,812829,30929175,14043
LOC_2,22/05/2019,4,21,5,2019,30392.11586,1.545454545,0.3309525,22,23,23,2.896296296,135,914,2303913.86,18908,321,2895,760355511.7,503235,9221,184716,184716,38863,1148036,812829,30929175,14805
LOC_3,22/05/2019,4,21,5,2019,45783.95877,1.918918919,2.977985989,37,39,39,2.09540636,283,1746,10402616.06,32468,1004,11467,73156539.35,2607,3767,77105,76188,185041,6263850,812829,30929175,10484
LOC_4,22/05/2019,4,21,5,2019,13908.06194,2.103448276,1.700109408,30,31,31,2.295302013,298,2873,6436573.692,18701,456,7270,1947728228,1781570,30593,920938,897298,30316,897298,812829,30929175,30658
LOC_5,22/05/2019,4,21,5,2019,5325.082761,1.703703704,2.783787909,57,57,57,2.134161491,805,7241,1792559.365,32718,1237,12178,2394785746,3443746,49788,1552603,1552603,49788,1552603,812829,30929175,14286
LOC_1,23/05/2019,5,21,5,2019,9400.102576,1.294117647,3.619791563,17,19,19,2.961111111,180,1753,11306634.8,24234,550,5266,185467436.7,96364,1593,26648,91605,204790,6201841,905350,31166993,14909
LOC_2,23/05/2019,5,21,5,2019,30392.11586,1.625,0.518960275,27,27,27,2.972027972,143,1031,2303913.86,18908,326,2432,760355511.7,503235,11390,183822,183822,44466,1173705,905350,31166993,15836
LOC_3,23/05/2019,5,21,5,2019,45783.95877,1.956521739,2.853401388,45,50,50,1.937869822,338,1342,10402616.06,32468,1039,10120,73156539.35,2607,3967,73878,72982,204790,6201841,905350,31166993,11293
LOC_4,23/05/2019,5,21,5,2019,13908.06194,1.5,1.489659489,35,36,36,2.369186047,344,3662,6436573.692,18701,486,8283,1947728228,1781570,38112,979177,958199,37799,958199,905350,31166993,33233
LOC_5,23/05/2019,5,21,5,2019,5325.082761,1.489361702,1.864543631,47,48,48,2.215235792,827,7335,1792559.365,32718,1295,12458,2394785746,3443746,56747,1618302,1618302,56747,1618302,905350,31166993,14225
LOC_1,24/05/2019,6,21,5,2019,9400.102576,1.428571429,2.698889111,15,17,17,2.85326087,184,2228,11306634.8,24234,550,6156,185467436.7,96364,1769,30389,104703,227603,6422545,975160,32944971,14986
LOC_2,24/05/2019,6,21,5,2019,30392.11586,1.454545455,6.212963333,11,11,11,2.715277778,144,882,2303913.86,18908,368,2264,760355511.7,503235,11857,208143,208143,47304,1282240,975160,32944971,15593
LOC_3,24/05/2019,6,21,5,2019,45783.95877,1.843137255,2.155785165,48,58,58,1.79197995,399,1803,10402616.06,32468,1152,14325,73156539.35,2607,4468,83759,83156,227603,6422545,975160,32944971,12574
LOC_4,24/05/2019,6,21,5,2019,13908.06194,1.580645161,1.627903864,29,31,31,2.268608414,309,2695,6436573.692,18701,491,7675,1947728228,1781570,41062,978516,954253,40730,954253,975160,32944971,35687
LOC_5,24/05/2019,6,21,5,2019,5325.082761,1.705882353,1.632074311,53,54,54,2.122474747,792,5903,1792559.365,32718,1281,12531,2394785746,3443746,60524,1629361,1629361,60524,1629361,975160,32944971,13900
LOC_1,25/05/2019,7,21,5,2019,9400.102576,1.857142857,1.608219041,23,23,23,2.62745098,153,1353,11306634.8,24234,421,4260,185467436.7,96364,1392,34167,101072,177241,6396805,761658,31169358,17035
LOC_2,25/05/2019,7,21,5,2019,30392.11586,1.5,11.2940637,18,18,18,2.598360656,122,990,2303913.86,18908,263,2505,760355511.7,503235,7993,183428,183428,35066,1156089,761658,31169358,16048
LOC_3,25/05/2019,7,21,5,2019,45783.95877,1.775,2.507600714,40,43,43,1.909090909,319,1431,10402616.06,32468,1052,11353,73156539.35,2607,3718,75297,74601,177241,6396805,761658,31169358,15917
LOC_4,25/05/2019,7,21,5,2019,13908.06194,1.321428571,0.845019195,29,29,29,2.396825397,252,2393,6436573.692,18701,363,5713,1947728228,1781570,27990,838280,819412,27701,819412,761658,31169358,38600
LOC_5,25/05/2019,7,21,5,2019,5325.082761,1.578947368,2.079575392,41,42,42,2.453857791,661,6223,1792559.365,32718,1096,14474,2394785746,3443746,44753,1470695,1470695,44753,1470695,761658,31169358,12737
LOC_1,26/05/2019,1,21,5,2019,9400.102576,3.5,5.026191429,2,5,5,2.393442623,122,662,11306634.8,24234,490,3874,185467436.7,96364,1551,24222,85942,208891,6013502,900744,29729001,2670
LOC_2,26/05/2019,1,21,5,2019,30392.11586,5.666666667,16.94076938,3,3,3,3.466666667,105,957,2303913.86,18908,314,2629,760355511.7,503235,9838,173633,173633,42780,1140239,900744,29729001,0
LOC_4,26/05/2019,1,21,5,2019,13908.06194,1.166666667,0.005079333,6,6,6,2.5,184,1530,6436573.692,18701,348,4222,1947728228,1781570,34684,761541,741088,34327,741088,900744,29729001,0
LOC_5,26/05/2019,1,21,5,2019,5325.082761,1.619047619,2.640923125,22,23,23,2.739795918,588,6239,1792559.365,32718,1077,14720,2394785746,3443746,53436,1312405,1312405,53436,1312405,900744,29729001,9
LOC_1,27/05/2019,2,22,5,2019,9400.102576,2.307692308,1.682386136,13,16,16,3.013605442,147,2497,11306634.8,24234,466,5524,185467436.7,96364,1523,26816,90382,203943,5819133,878599,28347299,15210
LOC_2,27/05/2019,2,22,5,2019,30392.11586,2,1.32506664,25,25,25,3.125,128,1098,2303913.86,18908,313,2514,760355511.7,503235,10107,192782,192782,42290,1161730,878599,28347299,16190
LOC_3,27/05/2019,2,22,5,2019,45783.95877,1.604651163,2.837392228,38,44,44,1.865671642,335,1423,10402616.06,32468,1025,11223,73156539.35,2607,3904,72530,71794,203943,5819133,878599,28347299,12215
LOC_4,27/05/2019,2,22,5,2019,13908.06194,1.75862069,0.697740085,30,30,30,2.534013605,294,3177,6436573.692,18701,471,6811,1947728228,1781570,35053,822634,803884,34740,803884,878599,28347299,32915
